,0
VGT,0.019850438469941285
VUG,0.016358827892292246
SPY,0.014105113727075385
portfolio,0.013901083774723978
SPHD,0.009044200266836812
JNK,0.008223281808007188
SRET,0.006212962197588632
CASH,0.0032737397821989145
